Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
32,Exit short,2020-05-12 13:00,time,9085.75,1,18489.5,316,1.71,2,332.5,1.80,-176,-0.95,-1425,-5.70,74
32,Entry short,2020-05-12 06:50,S|ORB|or:81|pd:42|on:topBreak|gap:+33.3|ent:close|risk:101.25|rr:0|n:1|h:9|m:50|dow:3,9244.75,1,18489.5,316,1.71,2,332.5,1.80,-176,-0.95,-1425,-5.70,74
33,Exit long,2020-05-20 13:00,time,9486.75,1,18921.5,50,0.26,2,70.5,0.37,-62,-0.33,-1375,-5.50,73
33,Entry long,2020-05-20 06:55,L|ORB|or:40.3|pd:31|on:topBreak|gap:+111.3|ent:close|risk:59.25|rr:0|n:1|h:9|m:55|dow:4,9460.75,1,18921.5,50,0.26,2,70.5,0.37,-62,-0.33,-1375,-5.50,73
34,Exit short,2020-05-21 13:00,time,9379.5,1,18879,118,0.63,2,168,0.89,-55.5,-0.29,-1257,-5.03,72
34,Entry short,2020-05-21 07:00,S|ORB|or:41.3|pd:44|on:topBreak|gap:+3.3|ent:close|risk:71.25|rr:0|n:1|h:10|m:0|dow:5,9439.5,1,18879,118,0.63,2,168,0.89,-55.5,-0.29,-1257,-5.03,72
35,Exit long,2020-05-25 15:00,SL,9512.75,1,19057.5,-34,-0.18,2,15,0.08,-33,-0.17,-1291,-5.16,21
35,Entry long,2020-05-25 08:15,L|ORB|or:12.5|pd:13|on:topBreak|gap:+112|ent:close|risk:15.5|rr:0|n:1|h:11|m:15|dow:2,9528.75,1,19057.5,-34,-0.18,2,15,0.08,-33,-0.17,-1291,-5.16,21
36,Exit short,2020-05-27 11:50,SL,9386,1,18590.5,-183.5,-0.99,2,243,1.31,-182.5,-0.98,-1474.5,-5.90,61
36,Entry short,2020-05-27 06:45,S|ORB|or:61|pd:31|on:botBreak|gap:-27|ent:close|risk:90.25|rr:0|n:1|h:9|m:45|dow:4,9295.25,1,18590.5,-183.5,-0.99,2,243,1.31,-182.5,-0.98,-1474.5,-5.90,61
37,Exit long,2020-06-05 13:00,time,9812.5,1,19585,38,0.19,2,107.5,0.55,-35.5,-0.18,-1436.5,-5.75,60
37,Entry long,2020-06-05 08:00,L|ORB|or:109.5|pd:64|on:topBreak|gap:+43|ent:close|risk:139.5|rr:0|n:1|h:11|m:0|dow:6,9792.5,1,19585,38,0.19,2,107.5,0.55,-35.5,-0.18,-1436.5,-5.75,60
38,Exit long,2020-06-10 07:55,SL,10022.25,1,20155.5,-113,-0.56,2,0,0.00,-112,-0.56,-1549.5,-6.20,10
38,Entry long,2020-06-10 07:05,L|ORB|or:43|pd:28|on:topBreak|gap:+74.5|ent:close|risk:55|rr:0|n:1|h:10|m:5|dow:4,10077.75,1,20155.5,-113,-0.56,2,0,0.00,-112,-0.56,-1549.5,-6.20,10
39,Exit long,2020-06-11 08:00,SL,9875.75,1,19944,-194.5,-0.98,2,17,0.09,-193.5,-0.97,-1744,-6.98,6
39,Entry long,2020-06-11 07:30,L|ORB|or:78.3|pd:57|on:botBreak|gap:-162.5|ent:close|risk:95.75|rr:0|n:1|h:10|m:30|dow:5,9972,1,19944,-194.5,-0.98,2,17,0.09,-193.5,-0.97,-1744,-6.98,6
40,Exit short,2020-06-12 13:00,time,9658.5,1,19519.5,200.5,1.03,2,528.5,2.71,-75.5,-0.39,-1543.5,-6.17,69
40,Entry short,2020-06-12 07:15,S|ORB|or:71|pd:18|on:topBreak|gap:+203.3|ent:close|risk:87.75|rr:0|n:1|h:10|m:15|dow:6,9759.75,1,19519.5,200.5,1.03,2,528.5,2.71,-75.5,-0.39,-1543.5,-6.17,69
41,Exit short,2020-06-26 13:00,time,9868,1,19969.5,231.5,1.16,2,320.5,1.60,-17,-0.09,-1312,-5.25,72
41,Entry short,2020-06-26 07:00,S|ORB|or:78|pd:37|on:botBreak|gap:-14.5|ent:close|risk:98|rr:0|n:1|h:10|m:0|dow:6,9984.75,1,19969.5,231.5,1.16,2,320.5,1.60,-17,-0.09,-1312,-5.25,72
42,Exit long,2020-06-29 13:00,time,9963,1,19737,187,0.95,2,211.5,1.07,-79,-0.40,-1125,-4.50,65
42,Entry long,2020-06-29 07:35,L|ORB|or:106.5|pd:41|on:botBreak|gap:-4|ent:close|risk:125.25|rr:0|n:1|h:10|m:35|dow:2,9868.5,1,19737,187,0.95,2,211.5,1.07,-79,-0.40,-1125,-4.50,65
43,Exit long,2020-07-01 13:00,time,10261,1,20412,108,0.53,2,205,1.00,-25.5,-0.12,-1017,-4.07,67
43,Entry long,2020-07-01 07:25,L|ORB|or:62.3|pd:27|on:topBreak|gap:+14.8|ent:close|risk:75|rr:0|n:1|h:10|m:25|dow:4,10206,1,20412,108,0.53,2,205,1.00,-25.5,-0.12,-1017,-4.07,67
44,Exit short,2020-07-02 13:00,time,10345.75,1,20697.5,4,0.02,2,61,0.29,-112.5,-0.54,-1013,-4.05,60
44,Entry short,2020-07-02 08:00,S|ORB|or:44.3|pd:24|on:topBreak|gap:+104|ent:close|risk:62.25|rr:0|n:1|h:11|m:0|dow:5,10348.75,1,20697.5,4,0.02,2,61,0.29,-112.5,-0.54,-1013,-4.05,60
45,Exit long,2020-07-08 08:15,SL,10565.75,1,21255,-125.5,-0.59,2,25,0.12,-124.5,-0.59,-1138.5,-4.55,16
45,Entry long,2020-07-08 06:55,L|ORB|or:49.5|pd:26|on:topBreak|gap:+57|ent:close|risk:61.25|rr:0|n:1|h:9|m:55|dow:4,10627.5,1,21255,-125.5,-0.59,2,25,0.12,-124.5,-0.59,-1138.5,-4.55,16
46,Exit short,2020-07-09 11:55,SL,10748.25,1,21296.5,-202,-0.95,2,175,0.82,-201,-0.94,-1340.5,-5.36,51
46,Entry short,2020-07-09 07:40,S|ORB|or:58.5|pd:40|on:topBreak|gap:+79.8|ent:close|risk:99.5|rr:0|n:1|h:10|m:40|dow:5,10648.25,1,21296.5,-202,-0.95,2,175,0.82,-201,-0.94,-1340.5,-5.36,51
47,Exit long,2020-07-13 11:00,SL,10928.75,1,22057,-201.5,-0.91,2,58.5,0.27,-200.5,-0.91,-1542,-6.17,37
47,Entry long,2020-07-13 07:55,L|ORB|or:67.3|pd:33|on:topBreak|gap:+116.5|ent:close|risk:99.25|rr:0|n:1|h:10|m:55|dow:2,11028.5,1,22057,-201.5,-0.91,2,58.5,0.27,-200.5,-0.91,-1542,-6.17,37
48,Exit short,2020-07-15 13:00,time,10686.5,1,21303,-72,-0.34,2,199,0.93,-121,-0.57,-1614,-6.46,60
48,Entry short,2020-07-15 08:00,S|ORB|or:89.3|pd:27|on:topBreak|gap:+51.8|ent:close|risk:115.25|rr:0|n:1|h:11|m:0|dow:4,10651.5,1,21303,-72,-0.34,2,199,0.93,-121,-0.57,-1614,-6.46,60
49,Exit long,2020-07-20 13:00,time,10940,1,21437,441,2.06,2,490,2.29,-17,-0.08,-1173,-4.69,71
49,Entry long,2020-07-20 07:05,L|ORB|or:78.8|pd:60|on:topBreak|gap:+29.8|ent:close|risk:113|rr:0|n:1|h:10|m:5|dow:2,10718.5,1,21437,441,2.06,2,490,2.29,-17,-0.08,-1173,-4.69,71
50,Exit short,2020-07-21 13:00,time,10853,1,21776,68,0.31,2,205.5,0.94,-94,-0.43,-1105,-4.42,65
50,Entry short,2020-07-21 07:35,S|ORB|or:97.5|pd:27|on:botBreak|gap:+64.8|ent:close|risk:115.5|rr:0|n:1|h:10|m:35|dow:3,10888,1,21776,68,0.31,2,205.5,0.94,-94,-0.43,-1105,-4.42,65
51,Exit long,2020-07-23 07:10,SL,10798,1,21722.5,-128.5,-0.59,2,19.5,0.09,-127.5,-0.59,-1233.5,-4.93,5
51,Entry long,2020-07-23 06:45,L|ORB|or:46.8|pd:34|on:botBreak|gap:-16.3|ent:close|risk:62.75|rr:0|n:1|h:9|m:45|dow:5,10861.25,1,21722.5,-128.5,-0.59,2,19.5,0.09,-127.5,-0.59,-1233.5,-4.93,5
52,Exit long,2020-07-24 13:00,time,10473.75,1,20927.5,18,0.09,2,133.5,0.64,-165,-0.79,-1215.5,-4.86,62
52,Entry long,2020-07-24 07:50,L|ORB|or:130.8|pd:37|on:botBreak|gap:-157.3|ent:close|risk:162.75|rr:0|n:1|h:10|m:50|dow:6,10463.75,1,20927.5,18,0.09,2,133.5,0.64,-165,-0.79,-1215.5,-4.86,62
53,Exit short,2020-07-28 08:40,SL,10647.25,1,21126,-170.5,-0.81,2,8.5,0.04,-169.5,-0.80,-1386,-5.54,22
53,Entry short,2020-07-28 06:50,S|ORB|or:67.5|pd:40|on:botBreak|gap:-29.5|ent:close|risk:83.75|rr:0|n:1|h:9|m:50|dow:3,10563,1,21126,-170.5,-0.81,2,8.5,0.04,-169.5,-0.80,-1386,-5.54,22
54,Exit short,2020-07-31 13:00,SL,10902,1,21516,-290,-1.35,2,133,0.62,-289,-1.34,-1676,-6.70,70
54,Entry short,2020-07-31 07:10,S|ORB|or:121.3|pd:57|on:botBreak|gap:+190.8|ent:close|risk:143.5|rr:0|n:1|h:10|m:10|dow:6,10758,1,21516,-290,-1.35,2,133,0.62,-289,-1.34,-1676,-6.70,70
55,Exit long,2020-08-11 12:15,SL,10955.25,1,22096.5,-188,-0.85,2,71,0.32,-187,-0.85,-1864,-7.46,50
55,Entry long,2020-08-11 08:05,L|ORB|or:74.3|pd:34|on:botBreak|gap:-51.3|ent:close|risk:92.5|rr:0|n:1|h:11|m:5|dow:3,11048.25,1,22096.5,-188,-0.85,2,71,0.32,-187,-0.85,-1864,-7.46,50
56,Exit long,2020-08-12 13:00,time,11132,1,22062.5,199.5,0.90,2,305.5,1.38,-27.5,-0.12,-1664.5,-6.66,75
56,Entry long,2020-08-12 06:45,L|ORB|or:48.8|pd:20|on:topBreak|gap:+89|ent:close|risk:74|rr:0|n:1|h:9|m:45|dow:4,11031.25,1,22062.5,199.5,0.90,2,305.5,1.38,-27.5,-0.12,-1664.5,-6.66,75
57,Exit long,2020-08-13 11:20,SL,11163.25,1,22492.5,-168,-0.75,2,38,0.17,-167,-0.74,-1832.5,-7.33,43
57,Entry long,2020-08-13 07:45,L|ORB|or:66|pd:29|on:topBreak|gap:+27|ent:close|risk:82.5|rr:0|n:1|h:10|m:45|dow:5,11246.25,1,22492.5,-168,-0.75,2,38,0.17,-167,-0.74,-1832.5,-7.33,43
58,Exit long,2020-08-17 13:00,time,11283.5,1,22515.5,49.5,0.22,2,84.5,0.38,-41.5,-0.18,-1783,-7.13,74
58,Entry long,2020-08-17 06:50,L|ORB|or:30.3|pd:27|on:topBreak|gap:+69.3|ent:close|risk:36.25|rr:0|n:1|h:9|m:50|dow:2,11257.75,1,22515.5,49.5,0.22,2,84.5,0.38,-41.5,-0.18,-1783,-7.13,74
59,Exit short,2020-08-18 09:30,SL,11382.5,1,22596.5,-170.5,-0.75,2,58.5,0.26,-169.5,-0.75,-1953.5,-7.81,29
59,Entry short,2020-08-18 07:05,S|ORB|or:56|pd:71|on:topBreak|gap:+45.8|ent:close|risk:83.75|rr:0|n:1|h:10|m:5|dow:3,11298.25,1,22596.5,-170.5,-0.75,2,58.5,0.26,-169.5,-0.75,-1953.5,-7.81,29
60,Exit short,2020-08-19 08:00,SL,11415.75,1,22694.5,-139,-0.61,2,28,0.12,-138,-0.61,-2092.5,-8.37,15
60,Entry short,2020-08-19 06:45,S|ORB|or:48.3|pd:33|on:botBreak|gap:-1|ent:close|risk:68|rr:0|n:1|h:9|m:45|dow:4,11347.25,1,22694.5,-139,-0.61,2,28,0.12,-138,-0.61,-2092.5,-8.37,15
61,Exit long,2020-08-20 13:00,time,11478.25,1,22719.5,235,1.03,2,272.5,1.20,-21,-0.09,-1857.5,-7.43,74
61,Entry long,2020-08-20 06:50,L|ORB|or:74|pd:53|on:topBreak|gap:-35|ent:close|risk:93.5|rr:0|n:1|h:9|m:50|dow:5,11359.75,1,22719.5,235,1.03,2,272.5,1.20,-21,-0.09,-1857.5,-7.43,74
62,Exit short,2020-08-24 13:00,time,11630,1,23234,-28,-0.12,2,176.5,0.76,-98,-0.42,-1885.5,-7.54,74
62,Entry short,2020-08-24 06:50,S|ORB|or:40.8|pd:34|on:topBreak|gap:+133|ent:close|risk:105.75|rr:0|n:1|h:9|m:50|dow:2,11617,1,23234,-28,-0.12,2,176.5,0.76,-98,-0.42,-1885.5,-7.54,74
63,Exit long,2020-08-25 13:00,time,11717.5,1,23287.5,145.5,0.62,2,151,0.65,-39.5,-0.17,-1740,-6.96,61
63,Entry long,2020-08-25 07:55,L|ORB|or:57.3|pd:29|on:botBreak|gap:-35.3|ent:close|risk:69.25|rr:0|n:1|h:10|m:55|dow:3,11643.75,1,23287.5,145.5,0.62,2,151,0.65,-39.5,-0.17,-1740,-6.96,61
64,Exit long,2020-08-26 13:00,time,11966,1,23612,318,1.35,2,336,1.42,-3,-0.01,-1422,-5.69,67
64,Entry long,2020-08-26 07:25,L|ORB|or:34|pd:23|on:topBreak|gap:+53.3|ent:close|risk:43.5|rr:0|n:1|h:10|m:25|dow:4,11806,1,23612,318,1.35,2,336,1.42,-3,-0.01,-1422,-5.69,67
65,Exit short,2020-09-03 13:00,time,11820.5,1,24184,541,2.24,2,866.5,3.58,-17,-0.07,-881,-3.52,69
65,Entry short,2020-09-03 07:15,S|ORB|or:110.3|pd:42|on:botBreak|gap:-186.3|ent:close|risk:150.75|rr:0|n:1|h:10|m:15|dow:5,12092,1,24184,541,2.24,2,866.5,3.58,-17,-0.07,-881,-3.52,69
66,Exit short,2020-09-04 13:00,time,11589,1,23220.5,40.5,0.17,2,934.5,4.02,-283.5,-1.22,-840.5,-3.36,75
66,Entry short,2020-09-04 06:45,S|ORB|or:162.5|pd:28|on:topBreak|gap:-59.5|ent:close|risk:233.25|rr:0|n:1|h:9|m:45|dow:6,11610.25,1,23220.5,40.5,0.17,2,934.5,4.02,-283.5,-1.22,-840.5,-3.36,75
67,Exit long,2020-09-08 11:40,SL,11115.5,1,22589,-360,-1.59,2,219.5,0.97,-359,-1.59,-1200.5,-4.80,57
67,Entry long,2020-09-08 06:55,L|ORB|or:154|pd:187|on:botBreak|gap:-347.5|ent:close|risk:178.5|rr:0|n:1|h:9|m:55|dow:3,11294.5,1,22589,-360,-1.59,2,219.5,0.97,-359,-1.59,-1200.5,-4.80,57
68,Exit long,2020-09-09 13:00,time,11367.75,1,22694,39.5,0.17,2,262.5,1.16,-72,-0.32,-1161,-4.64,67
68,Entry long,2020-09-09 07:25,L|ORB|or:99.3|pd:28|on:topBreak|gap:+225|ent:close|risk:141|rr:0|n:1|h:10|m:25|dow:4,11347,1,22694,39.5,0.17,2,262.5,1.16,-72,-0.32,-1161,-4.64,67
69,Exit long,2020-09-10 07:45,SL,11481.75,1,23114,-152.5,-0.66,2,19,0.08,-151.5,-0.66,-1313.5,-5.25,9
69,Entry long,2020-09-10 07:00,L|ORB|or:63.8|pd:22|on:topBreak|gap:+131.8|ent:close|risk:74.75|rr:0|n:1|h:10|m:0|dow:5,11557,1,23114,-152.5,-0.66,2,19,0.08,-151.5,-0.66,-1313.5,-5.25,9
70,Exit short,2020-09-11 13:00,time,11065.75,1,22277.5,144,0.65,2,401.5,1.80,-249.5,-1.12,-1169.5,-4.68,73
70,Entry short,2020-09-11 06:55,S|ORB|or:114.3|pd:24|on:botBreak|gap:+88|ent:close|risk:142|rr:0|n:1|h:9|m:55|dow:6,11138.75,1,22277.5,144,0.65,2,401.5,1.80,-249.5,-1.12,-1169.5,-4.68,73
71,Exit long,2020-09-14 10:30,SL,11207.25,1,22615,-202.5,-0.90,2,108.5,0.48,-201.5,-0.89,-1372,-5.49,45
71,Entry long,2020-09-14 06:45,L|ORB|or:76.5|pd:22|on:topBreak|gap:+159.3|ent:close|risk:99.75|rr:0|n:1|h:9|m:45|dow:2,11307.5,1,22615,-202.5,-0.90,2,108.5,0.48,-201.5,-0.89,-1372,-5.49,45
72,Exit long,2020-09-15 07:20,SL,11399.25,1,22914,-117.5,-0.51,2,29,0.13,-116.5,-0.51,-1489.5,-5.96,6
72,Entry long,2020-09-15 06:50,L|ORB|or:48.5|pd:28|on:topBreak|gap:+143|ent:close|risk:57.25|rr:0|n:1|h:9|m:50|dow:3,11457,1,22914,-117.5,-0.51,2,29,0.13,-116.5,-0.51,-1489.5,-5.96,6
73,Exit long,2020-09-21 07:25,SL,10701.75,1,21663,-261.5,-1.21,2,17,0.08,-260.5,-1.20,-1751,-7.00,8
73,Entry long,2020-09-21 06:45,L|ORB|or:109.8|pd:28|on:botBreak|gap:-159.3|ent:close|risk:129.25|rr:0|n:1|h:9|m:45|dow:2,10831.5,1,21663,-261.5,-1.21,2,17,0.08,-260.5,-1.20,-1751,-7.00,8
74,Exit short,2020-09-29 13:00,time,11336.25,1,22623.5,-51,-0.23,2,43,0.19,-109,-0.48,-1802,-7.21,65
74,Entry short,2020-09-29 07:35,S|ORB|or:52|pd:39|on:botBreak|gap:-14|ent:close|risk:68.75|rr:0|n:1|h:10|m:35|dow:3,11311.75,1,22623.5,-51,-0.23,2,43,0.19,-109,-0.48,-1802,-7.21,65
75,Exit long,2020-10-05 13:00,time,11476.5,1,22773,178,0.78,2,219.5,0.96,-7.5,-0.03,-1624,-6.50,72
75,Entry long,2020-10-05 07:00,L|ORB|or:50.8|pd:19|on:topBreak|gap:+81.3|ent:close|risk:65.5|rr:0|n:1|h:10|m:0|dow:2,11386.5,1,22773,178,0.78,2,219.5,0.96,-7.5,-0.03,-1624,-6.50,72
76,Exit short,2020-10-07 08:05,SL,11434.75,1,22751,-120.5,-0.53,2,25,0.11,-119.5,-0.53,-1744.5,-6.98,8
76,Entry short,2020-10-07 07:25,S|ORB|or:49|pd:17|on:topBreak|gap:+110|ent:close|risk:58.75|rr:0|n:1|h:10|m:25|dow:4,11375.5,1,22751,-120.5,-0.53,2,25,0.11,-119.5,-0.53,-1744.5,-6.98,8
77,Exit long,2020-10-09 13:00,time,11720.75,1,23286.5,153,0.66,2,160.5,0.69,-62,-0.27,-1591.5,-6.37,72
77,Entry long,2020-10-09 07:00,L|ORB|or:40.8|pd:46|on:topBreak|gap:+66|ent:close|risk:55.5|rr:0|n:1|h:10|m:0|dow:6,11643.25,1,23286.5,153,0.66,2,160.5,0.69,-62,-0.27,-1591.5,-6.37,72
78,Exit long,2020-10-20 08:00,SL,11631.25,1,23439,-178.5,-0.76,2,33.5,0.14,-177.5,-0.76,-1770,-7.08,11
78,Entry long,2020-10-20 07:05,L|ORB|or:70|pd:20|on:botBreak|gap:+37.3|ent:close|risk:87.75|rr:0|n:1|h:10|m:5|dow:3,11719.5,1,23439,-178.5,-0.76,2,33.5,0.14,-177.5,-0.76,-1770,-7.08,11
79,Exit short,2020-10-22 13:00,time,11635.75,1,23300.5,27,0.12,2,277.5,1.19,-70.5,-0.30,-1743,-6.97,72
79,Entry short,2020-10-22 07:00,S|ORB|or:50.8|pd:34|on:topBreak|gap:+34.3|ent:close|risk:73.75|rr:0|n:1|h:10|m:0|dow:5,11650.25,1,23300.5,27,0.12,2,277.5,1.19,-70.5,-0.30,-1743,-6.97,72
80,Exit short,2020-10-23 12:55,SL,11679.25,1,23154,-206.5,-0.89,2,52,0.22,-205.5,-0.89,-1949.5,-7.80,71
80,Entry short,2020-10-23 07:00,S|ORB|or:82.3|pd:39|on:botBreak|gap:+23.8|ent:close|risk:101.75|rr:0|n:1|h:10|m:0|dow:6,11577,1,23154,-206.5,-0.89,2,52,0.22,-205.5,-0.89,-1949.5,-7.80,71
81,Exit long,2020-10-26 07:45,SL,11565.75,1,23376.5,-247,-1.06,2,11.5,0.05,-246,-1.05,-2196.5,-8.79,9
81,Entry long,2020-10-26 07:00,L|ORB|or:95|pd:73|on:topBreak|gap:-103.8|ent:close|risk:122|rr:0|n:1|h:10|m:0|dow:2,11688.25,1,23376.5,-247,-1.06,2,11.5,0.05,-246,-1.05,-2196.5,-8.79,9
82,Exit short,2020-10-28 13:00,time,11133.5,1,22543.5,274.5,1.22,2,294.5,1.31,-73.5,-0.33,-1922,-7.69,74
82,Entry short,2020-10-28 06:50,S|ORB|or:93.8|pd:69|on:botBreak|gap:-185.3|ent:close|risk:151.5|rr:0|n:1|h:9|m:50|dow:4,11271.75,1,22543.5,274.5,1.22,2,294.5,1.31,-73.5,-0.33,-1922,-7.69,74
83,Exit short,2020-10-30 13:00,time,11070.75,1,22287,143.5,0.64,2,397.5,1.78,-92.5,-0.42,-1778.5,-7.11,75
83,Entry short,2020-10-30 06:45,S|ORB|or:107.8|pd:37|on:topBreak|gap:-78.8|ent:close|risk:138|rr:0|n:1|h:9|m:45|dow:6,11143.5,1,22287,143.5,0.64,2,397.5,1.78,-92.5,-0.42,-1778.5,-7.11,75
84,Exit short,2020-11-17 10:30,SL,12042.5,1,23928,-159,-0.66,2,0.5,0.00,-158,-0.66,-1937.5,-7.75,43
84,Entry short,2020-11-17 06:55,S|ORB|or:54|pd:37|on:botBreak|gap:+14|ent:close|risk:78|rr:0|n:1|h:9|m:55|dow:3,11964,1,23928,-159,-0.66,2,0.5,0.00,-158,-0.66,-1937.5,-7.75,43
85,Exit long,2020-11-23 07:05,SL,11944.75,1,23989,-101.5,-0.42,2,4.5,0.02,-100.5,-0.42,-2039,-8.16,4
85,Entry long,2020-11-23 06:45,L|ORB|or:36.3|pd:32|on:topBreak|gap:+41.5|ent:close|risk:49.25|rr:0|n:1|h:9|m:45|dow:2,11994.5,1,23989,-101.5,-0.42,2,4.5,0.02,-100.5,-0.42,-2039,-8.16,4
86,Exit long,2020-11-24 13:00,time,12082,1,23941.5,220.5,0.92,2,246.5,1.03,-15.5,-0.06,-1818.5,-7.27,64
86,Entry long,2020-11-24 07:40,L|ORB|or:77.8|pd:40|on:botBreak|gap:+45|ent:close|risk:92.5|rr:0|n:1|h:10|m:40|dow:3,11970.75,1,23941.5,220.5,0.92,2,246.5,1.03,-15.5,-0.06,-1818.5,-7.27,64
87,Exit long,2020-11-29 15:00,time,12324.5,1,24526,121,0.49,2,146.5,0.60,-62,-0.25,-1697.5,-6.79,37
87,Entry long,2020-11-27 07:10,L|ORB|or:39.8|pd:45|on:topBreak|gap:+70.8|ent:close|risk:48.75|rr:0|n:1|h:10|m:10|dow:6,12263,1,24526,121,0.49,2,146.5,0.60,-62,-0.25,-1697.5,-6.79,37
88,Exit long,2020-12-02 13:00,time,12464.25,1,24827,99.5,0.40,2,115,0.46,-31,-0.12,-1598,-6.39,69
88,Entry long,2020-12-02 07:15,L|ORB|or:81.3|pd:46|on:botBreak|gap:-60.3|ent:close|risk:97.25|rr:0|n:1|h:10|m:15|dow:4,12413.5,1,24827,99.5,0.40,2,115,0.46,-31,-0.12,-1598,-6.39,69
89,Exit long,2020-12-03 08:05,SL,12462.75,1,25038.5,-115,-0.46,2,41,0.16,-114,-0.46,-1713,-6.85,12
89,Entry long,2020-12-03 07:05,L|ORB|or:40.3|pd:26|on:topBreak|gap:+7.3|ent:close|risk:56|rr:0|n:1|h:10|m:5|dow:5,12519.25,1,25038.5,-115,-0.46,2,41,0.16,-114,-0.46,-1713,-6.85,12
90,Exit long,2020-12-04 13:00,time,12524.25,1,24991,55.5,0.22,2,79,0.32,-44,-0.18,-1657.5,-6.63,75
90,Entry long,2020-12-04 06:45,L|ORB|or:38.5|pd:40|on:botBreak|gap:+2.5|ent:close|risk:47.25|rr:0|n:1|h:9|m:45|dow:6,12495.5,1,24991,55.5,0.22,2,79,0.32,-44,-0.18,-1657.5,-6.63,75
91,Exit long,2020-12-07 13:00,time,12595,1,25188.5,-0.5,0.00,2,35,0.14,-95.5,-0.38,-1658,-6.63,70
91,Entry long,2020-12-07 07:10,L|ORB|or:56.8|pd:67|on:topBreak|gap:+3.5|ent:close|risk:68.5|rr:0|n:1|h:10|m:10|dow:2,12594.25,1,25188.5,-0.5,0.00,2,35,0.14,-95.5,-0.38,-1658,-6.63,70
92,Exit short,2020-12-09 13:00,time,12339.75,1,25156.5,475,1.89,2,542.5,2.16,-90,-0.36,-1183,-4.73,70
92,Entry short,2020-12-09 07:10,S|ORB|or:44|pd:29|on:botBreak|gap:-5.8|ent:close|risk:54|rr:0|n:1|h:10|m:10|dow:4,12578.25,1,25156.5,475,1.89,2,542.5,2.16,-90,-0.36,-1183,-4.73,70
93,Exit long,2020-12-10 13:00,time,12401.5,1,24715.5,85.5,0.35,2,181.5,0.73,-14.5,-0.06,-1097.5,-4.39,74
93,Entry long,2020-12-10 06:50,L|ORB|or:111|pd:33|on:botBreak|gap:-90.5|ent:close|risk:140|rr:0|n:1|h:9|m:50|dow:5,12357.75,1,24715.5,85.5,0.35,2,181.5,0.73,-14.5,-0.06,-1097.5,-4.39,74
94,Exit long,2020-12-14 13:00,time,12470.75,1,25035.5,-96,-0.38,2,62,0.25,-146,-0.58,-1193.5,-4.77,73
94,Entry long,2020-12-14 06:55,L|ORB|or:77|pd:53|on:topBreak|gap:+45.3|ent:close|risk:99|rr:0|n:1|h:9|m:55|dow:2,12517.75,1,25035.5,-96,-0.38,2,62,0.25,-146,-0.58,-1193.5,-4.77,73
95,Exit short,2020-12-15 12:00,SL,12585.5,1,25069,-104,-0.41,2,123.5,0.49,-103,-0.41,-1297.5,-5.19,53
95,Entry short,2020-12-15 07:35,S|ORB|or:42.8|pd:33|on:topBreak|gap:+111.3|ent:close|risk:50.5|rr:0|n:1|h:10|m:35|dow:3,12534.5,1,25069,-104,-0.41,2,123.5,0.49,-103,-0.41,-1297.5,-5.19,53
96,Exit long,2020-12-16 13:00,time,12673.25,1,25273.5,71,0.28,2,135,0.53,-53.5,-0.21,-1226.5,-4.91,60
96,Entry long,2020-12-16 08:00,L|ORB|or:54.3|pd:43|on:botBreak|gap:+20.3|ent:close|risk:65.75|rr:0|n:1|h:11|m:0|dow:4,12636.75,1,25273.5,71,0.28,2,135,0.53,-53.5,-0.21,-1226.5,-4.91,60
97,Exit short,2020-12-17 13:00,SL,12763,1,25451.5,-76.5,-0.30,2,84,0.33,-75.5,-0.30,-1303,-5.21,72
97,Entry short,2020-12-17 07:00,S|ORB|or:30|pd:22|on:topBreak|gap:+64.5|ent:close|risk:36.75|rr:0|n:1|h:10|m:0|dow:5,12725.75,1,25451.5,-76.5,-0.30,2,84,0.33,-75.5,-0.30,-1303,-5.21,72
98,Exit short,2020-12-29 13:00,time,12840.75,1,25719,35.5,0.14,2,102.5,0.40,-60,-0.23,-1267.5,-5.07,73
98,Entry short,2020-12-29 06:55,S|ORB|or:40|pd:35|on:topBreak|gap:+58.3|ent:close|risk:59|rr:0|n:1|h:9|m:55|dow:3,12859.5,1,25719,35.5,0.14,2,102.5,0.40,-60,-0.23,-1267.5,-5.07,73
99,Exit short,2020-12-30 13:00,time,12839,1,25684.5,4.5,0.02,2,42.5,0.17,-62,-0.24,-1263,-5.05,70
99,Entry short,2020-12-30 07:10,S|ORB|or:49.3|pd:45|on:topBreak|gap:+50|ent:close|risk:67.75|rr:0|n:1|h:10|m:10|dow:4,12842.25,1,25684.5,4.5,0.02,2,42.5,0.17,-62,-0.24,-1263,-5.05,70
100,Exit long,2021-01-05 13:00,time,12803.5,1,25546,59,0.23,2,69,0.27,-170.5,-0.67,-1204,-4.82,72
100,Entry long,2021-01-05 07:00,L|ORB|or:102.5|pd:24|on:topBreak|gap:-37.8|ent:close|risk:122.75|rr:0|n:1|h:10|m:0|dow:3,12773,1,25546,59,0.23,2,69,0.27,-170.5,-0.67,-1204,-4.82,72
101,Exit long,2021-01-07 13:00,time,12923.25,1,25676,168.5,0.66,2,240.5,0.94,-13.5,-0.05,-1035.5,-4.14,73
